"ID_REF"	"GSM3753011"	"GSM3753012"	"GSM3753013"	"GSM3753014"	"GSM3753015"	"GSM3753016"
"1007_s_at"	228.47812	236.91348	245.23308	220.6578	230.49472	252.20569
"1053_at"	603.904	583.34	609.7449	633.1553	621.9883	701.75214
"117_at"	49.329758	48.473183	49.95234	53.17712	48.209488	48.08369
"121_at"	224.75986	237.95117	259.49393	238.271	228.98956	251.94032
"1255_g_at"	6.742224	7.0401263	6.141957	6.240999	6.7527504	6.6015716
"1294_at"	55.863514	54.239193	62.39312	62.453857	55.905445	67.25357
"1316_at"	97.736115	120.26112	109.992905	105.778015	108.73897	103.01583
"1320_at"	27.595383	25.234144	20.809288	26.425255	22.533365	26.930058
"1405_i_at"	6.147278	7.7134676	7.757806	7.647342	8.417482	7.2581973
"1431_at"	16.06939	15.331041	19.493061	16.891327	13.98867	21.235916
"1438_at"	59.529114	58.78929	56.230858	59.270554	57.68397	59.606983
"1487_at"	331.2918	305.28787	328.61127	348.65878	288.16086	311.51263
"1494_f_at"	59.17499	68.08562	69.01439	63.57104	60.10656	61.256718
"1552256_a_at"	954.60297	825.4873	696.00604	878.5812	860.8133	659.00574
"1552257_a_at"	1362.5605	1082.629	1110.415	1098.7223	1039.8905	918.2098
"1552258_at"	19.560362	22.483566	21.165577	19.373772	19.320255	18.82311
"1552261_at"	24.286934	28.060581	28.623299	27.698988	28.56645	27.319897
"1552263_at"	102.18031	84.00138	86.1037	102.52202	83.00061	91.78011
"1552264_a_at"	365.086	344.9897	268.85995	351.2525	337.5252	293.3959
"1552266_at"	6.931648	5.9524927	5.960733	5.478103	5.604665	5.646682
"1552269_at"	17.824436	20.214104	18.85134	19.84914	19.6614	15.531142
"1552271_at"	64.904495	64.20738	57.60475	65.03506	65.795845	56.292465
"1552272_a_at"	50.918983	54.24307	59.9946	57.581852	59.7092	65.35215
"1552274_at"	172.18344	161.59602	125.52931	147.78079	164.55394	128.61517
"1552275_s_at"	194.45467	182.75961	166.8444	160.57135	150.26277	162.98035
"1552276_a_at"	65.783585	74.2421	68.57076	75.62878	71.31118	60.582806
"1552277_a_at"	855.4414	782.4954	812.9542	825.58276	781.161	801.6553
"1552278_a_at"	54.59636	56.029327	37.610218	51.11786	52.260975	47.980614
"1552279_a_at"	172.39055	190.26143	190.49336	168.30827	172.36821	158.7715
"1552280_at"	10.982552	10.107328	11.964036	13.011505	10.532735	11.544851
"1552281_at"	85.39155	89.77368	89.45111	87.000465	96.48398	97.98866
"1552283_s_at"	15.432014	26.693882	20.531904	22.468374	20.531904	23.514288
"1552286_at"	215.97118	195.78711	151.29305	200.33919	196.24347	174.74763
"1552287_s_at"	224.896	321.5602	302.71304	217.60362	371.90363	313.5312
"1552288_at"	12.175072	13.285473	12.094575	14.334275	17.282207	14.014009
"1552289_a_at"	20.625202	25.166195	21.115051	22.937294	25.894596	23.48635
"1552291_at"	157.08759	135.6849	131.52678	146.81407	164.70145	147.0738
"1552293_at"	35.860252	36.332577	26.040726	32.190712	37.224674	33.127594
"1552295_a_at"	154.62944	149.27867	146.0921	136.97142	153.68515	161.91472
"1552296_at"	12.606659	11.872797	10.452278	9.610991	11.159469	11.159469
"1552299_at"	37.064827	39.266422	40.06131	42.85021	36.55236	39.62804
"1552301_a_at"	41.2514	47.997997	51.044907	46.81261	50.369152	54.175213
"1552302_at"	4.966872	4.722084	5.385235	5.0799913	4.8763814	4.8273087
"1552303_a_at"	43.326595	40.44955	39.14309	44.271885	45.13069	39.812244
"1552304_at"	177.04529	138.7417	112.050835	155.35025	147.97693	118.75754
"1552306_at"	168.2531	135.86418	108.46136	166.45619	134.27083	125.802986
"1552307_a_at"	41.6681	44.793785	31.471708	48.587486	40.941082	34.17862
"1552309_a_at"	111.051125	171.88156	122.13485	130.24039	242.36261	168.23141
"1552310_at"	264.29987	245.50986	284.433	278.9523	256.4229	311.0437
"1552311_a_at"	118.83073	112.20698	126.69457	122.73964	124.74941	115.16032
"1552312_a_at"	113.82711	111.6677	68.41944	114.98274	98.83128	91.28378
"1552314_a_at"	45.944813	43.38896	41.47055	46.882893	38.678116	37.828026
"1552315_at"	30.511396	30.79245	30.508755	28.26044	29.822342	28.114704
"1552316_a_at"	7.6198993	7.3422494	7.145547	7.6791525	7.579411	6.969188
"1552318_at"	8.533827	8.263192	8.311452	8.402421	11.1159115	7.7783084
"1552319_a_at"	17.111975	16.681404	18.160309	16.332525	17.538054	17.894026
"1552320_a_at"	6.8715787	7.5417876	6.6003895	6.8591166	6.482513	6.8054833
"1552321_a_at"	10.605637	12.979435	9.534396	10.065269	13.083713	9.811686
"1552322_at"	9.659485	10.374427	8.81113	8.40242	9.884318	9.099344
"1552323_s_at"	52.08486	57.1009	54.57399	48.5709	52.91868	50.211708
"1552325_at"	5.342185	4.57818	4.486563	6.086208	4.753903	5.0573387
"1552326_a_at"	13.581299	19.787737	15.949286	14.276395	16.428907	17.568924
"1552327_at"	6.9212174	6.910054	6.8946857	7.254547	6.592267	6.6147203
"1552329_at"	480.75873	447.20084	431.97375	422.63727	460.0439	545.84375
"1552330_at"	115.10407	150.57494	86.70986	84.5243	135.38539	94.605415
"1552332_at"	144.8848	144.4083	169.23102	134.95169	147.28526	151.24734
"1552334_at"	46.367416	36.023666	52.385197	45.582916	33.171936	52.96507
"1552335_at"	54.800434	54.06894	65.20884	61.16293	61.29844	68.46817
"1552337_s_at"	262.32986	352.46265	674.38184	301.33884	308.30432	486.28757
"1552338_at"	24.607872	28.914183	29.541794	25.618242	19.600098	21.37504
"1552340_at"	26.706387	30.667704	30.347712	26.120903	32.69752	24.264893
"1552343_s_at"	30.463673	20.351788	30.98221	29.655794	28.357395	28.905163
"1552344_s_at"	268.5124	247.41554	218.75937	272.38766	230.97159	232.49438
"1552347_at"	137.84581	155.4463	180.38725	127.08956	143.17165	208.28952
"1552348_at"	34.978325	39.991512	44.614216	33.084812	38.118538	38.37058
"1552349_a_at"	32.092636	35.450188	28.20893	30.059618	34.191116	32.99813
"1552354_at"	28.815516	23.912117	20.097368	20.360373	20.285074	22.717596
"1552355_s_at"	43.313995	55.95693	56.115673	53.81241	50.658455	51.190765
"1552359_at"	6.454652	7.1802115	6.021794	6.485491	5.88699	5.5310416
"1552360_a_at"	48.459328	31.022993	46.105713	52.00231	32.35565	61.275692
"1552362_a_at"	69.16917	74.895226	68.097435	96.98146	90.97331	84.02673
"1552364_s_at"	164.54007	175.5472	126.80295	172.39487	159.21281	131.96841
"1552365_at"	8.052438	9.260374	5.26027	6.431655	6.1083527	5.064153
"1552367_a_at"	12.593372	18.847452	10.332738	11.188366	10.513912	11.178229
"1552368_at"	7.1977897	7.9538217	6.5593762	7.9664264	7.2898664	6.9968715
"1552370_at"	133.57616	131.05214	134.24896	124.00178	108.2716	154.1056
"1552372_at"	5.72712	5.355901	4.4112644	4.151684	4.713667	3.9706407
"1552373_s_at"	5.557235	5.676824	6.6051826	6.249068	5.5056167	5.87633
"1552375_at"	9.340018	8.284282	9.200515	6.476765	9.705258	9.402614
"1552377_s_at"	121.509384	128.29826	121.74898	123.94822	128.3601	122.881546
"1552378_s_at"	35.3065	38.0436	29.589619	39.80364	41.518936	36.544037
"1552379_at"	4.713912	4.87148	4.145521	5.116881	5.067146	4.2438765
"1552381_at"	14.525886	13.917667	15.107144	15.528381	12.143047	15.1370735
"1552383_at"	48.805023	47.32027	52.30931	55.53437	50.834064	52.404522
"1552384_a_at"	31.721228	36.271587	37.938286	36.949657	34.77741	34.409428
"1552386_at"	6.205631	5.915889	5.842466	5.1994443	5.8327284	5.5634003
"1552388_at"	74.688416	64.7413	81.90896	84.56798	71.99147	73.95913
"1552389_at"	13.298562	6.4339414	11.405297	15.493207	10.513912	17.855387
"1552390_a_at"	20.354269	14.116599	29.604565	40.367012	17.705114	48.617443
"1552391_at"	19.246227	23.523157	19.733725	21.21853	22.16089	19.014627
"1552393_at"	5.230199	5.5997744	5.1650662	5.8207936	5.8164225	4.5521803
"1552394_a_at"	6.07032	5.8204265	5.0339212	5.176553	5.3273473	5.3841643
"1552395_at"	166.3516	181.42555	154.08334	149.74223	183.58273	174.0267
"1552396_at"	20.39464	21.038555	20.52949	16.14051	22.190165	20.972633
"1552398_a_at"	6.530761	7.0143385	6.632984	6.3824778	5.7945385	6.858924
"1552399_a_at"	65.43713	68.68631	47.570515	62.403595	64.111534	54.47127
"1552400_a_at"	178.43842	139.35999	155.0146	153.97598	131.49979	145.76389
"1552401_a_at"	12.900067	14.4481535	13.08268	11.283826	15.378796	14.529559
"1552402_at"	15.574196	16.271423	18.38831	18.009851	16.192339	13.570442
"1552405_at"	24.269032	23.512127	24.438583	24.145386	25.648174	26.443428
"1552408_at"	10.69768	13.464579	10.250735	9.914868	12.124722	10.5382395
"1552409_a_at"	82.816216	69.795815	74.865456	80.37911	75.41338	87.99026
"1552410_at"	32.447647	32.528255	41.64213	26.011314	32.081257	39.957066
"1552411_at"	72.02589	93.02558	94.50201	74.04241	85.7788	90.3137
"1552412_a_at"	8.451635	8.126833	7.9467874	9.112072	9.013281	8.515829
"1552414_at"	9.609087	10.92955	11.549665	11.330284	11.002996	10.713977
"1552415_a_at"	16.563562	16.631031	16.712612	14.664538	16.208141	16.743263
"1552417_a_at"	252.2597	247.71953	243.65776	268.7555	248.50432	241.24892
"1552418_at"	42.245586	44.25107	48.436893	39.15802	53.198586	52.809826
"1552419_s_at"	49.723408	43.64928	53.040535	52.8593	50.864902	48.947765
"1552421_a_at"	14.062059	11.317579	9.641898	11.56346	9.902824	10.418047
"1552422_at"	13.887301	15.63387	18.190134	13.423931	11.853226	15.241096
"1552423_at"	46.85866	58.765938	67.00042	54.09241	62.038666	68.86871
"1552424_at"	7.650104	7.318309	6.214937	9.423307	7.051845	7.0093255
"1552425_a_at"	34.35076	40.886963	34.621765	39.259205	41.3032	36.398586
"1552426_a_at"	698.63763	568.10205	619.42346	770.2204	627.7065	739.1289
"1552427_at"	58.36099	56.075718	52.40601	65.70635	52.909164	64.41563
"1552430_at"	7.1582303	7.6169543	8.643273	8.273314	8.567987	7.655035
"1552432_at"	52.7267	61.636826	54.0301	47.63348	56.13335	58.286095
"1552436_a_at"	35.994534	41.370285	32.65009	35.53116	40.727837	39.125523
"1552438_a_at"	6.355177	7.4133654	7.362795	7.072222	7.0862985	6.640885
"1552439_s_at"	21.171335	38.832096	10.65077	10.84915	27.520584	12.620154
"1552440_at"	20.216822	20.014713	19.0772	17.428804	22.423409	22.889847
"1552445_a_at"	14.136308	13.293862	13.042075	13.035524	13.139899	11.630665
"1552448_a_at"	11.247986	12.203676	12.01788	11.830407	11.608498	10.951357
"1552449_a_at"	8.261851	9.1341095	7.806829	9.891103	9.393996	8.764084
"1552450_a_at"	60.67356	68.18518	82.23472	55.81588	67.13903	70.832634
"1552452_at"	9.591855	9.950131	8.564954	10.950839	8.494816	9.920689
"1552453_a_at"	13.3030205	14.671551	12.880968	12.321878	14.741843	13.758287
"1552455_at"	11.388006	9.384156	10.726564	11.188466	11.044215	9.438577
"1552456_a_at"	29.668736	28.389786	31.366865	30.293924	32.38089	30.868029
"1552457_a_at"	74.82944	48.194145	39.053158	66.43083	46.676636	49.6607
"1552458_at"	7.610159	8.469071	10.231417	8.099561	8.853064	8.336303
"1552459_a_at"	21.996016	27.611752	20.974401	24.408344	27.676586	25.593512
"1552461_at"	6.149895	5.8623085	7.3328943	6.2431006	6.110597	6.78798
"1552463_at"	7.832204	7.8048854	7.1369495	7.7796955	7.6751113	7.6157813
"1552466_x_at"	5.2811527	5.9675784	5.430268	5.918432	5.911801	6.3203454
"1552467_at"	71.611664	79.53713	82.69122	82.57275	83.49439	83.21005
"1552468_a_at"	27.028975	26.859823	24.84337	26.461132	28.385347	25.678005
"1552470_a_at"	37.956886	35.553833	26.19335	36.78372	32.06436	27.656076
"1552472_a_at"	113.46348	108.44114	80.11441	113.77321	134.62149	83.0267
"1552473_at"	206.92943	208.36987	222.97673	199.58218	205.5738	200.3566
"1552474_a_at"	578.146	470.60138	478.11777	609.8565	466.97107	478.54272
"1552476_s_at"	72.02526	70.30383	48.156487	55.567493	77.58107	59.375668
"1552477_a_at"	9.93383	10.706629	9.947708	8.463142	9.7268915	8.285091
"1552478_a_at"	6.355178	7.5875273	7.2324257	7.2469034	7.772273	6.0351624
"1552480_s_at"	4.5315514	4.267501	4.301349	3.9869711	4.449475	4.730438
"1552481_s_at"	61.53204	60.72775	50.76571	47.49167	60.0836	44.763103
"1552482_at"	5.9941583	7.4566464	5.8646765	6.4054985	6.0367255	6.290476
"1552484_at"	97.77136	105.6839	91.62687	101.362366	100.03295	95.63785
"1552485_at"	149.61282	131.49031	112.64843	160.04665	129.44846	142.63933
"1552486_s_at"	158.40999	122.86006	123.44037	142.91232	100.15092	146.32948
"1552487_a_at"	4.975682	5.482417	5.3728366	5.3869367	5.8484592	5.1473975
"1552489_s_at"	350.69336	384.97122	329.2577	202.3352	319.65665	359.42566
"1552490_at"	32.73804	27.480827	25.93091	22.896929	29.154907	30.112202
"1552491_at"	29.472734	39.610966	42.953663	36.09434	37.400005	37.548275
"1552493_s_at"	38.758083	34.313335	33.896873	34.943314	34.190857	37.26758
"1552494_at"	26.423351	29.584904	34.184334	27.325478	29.490381	30.971338
"1552496_a_at"	9.801345	10.135317	8.863091	10.345024	10.376718	11.562203
"1552497_a_at"	30.25015	35.990273	48.909084	35.48519	37.835503	35.997066
"1552498_at"	45.875893	48.153255	61.08957	56.43511	47.20931	46.100212
"1552499_a_at"	24.864433	21.314327	20.546099	18.320202	23.775536	17.571463
"1552501_a_at"	66.70078	86.18396	87.28068	70.23328	78.542625	72.817894
"1552502_s_at"	6.1532683	6.6979785	7.7824473	7.5988083	6.3951507	6.8852873
"1552503_at"	76.65623	78.02063	85.98804	77.86426	71.56725	80.43824
"1552504_a_at"	29.048632	26.023062	29.492935	25.890043	23.05752	22.908245
"1552506_at"	69.74893	63.2523	46.414536	50.457195	52.590286	47.076553
"1552507_at"	18.99786	16.281677	17.909729	18.217337	17.286047	17.569824
"1552508_at"	17.617664	17.088028	14.542819	13.262931	17.59364	15.175441
"1552509_a_at"	13.4847	12.767599	13.094665	12.179482	11.964423	10.624817
"1552510_at"	366.0197	448.33685	421.43512	486.49396	398.78128	434.4158
"1552511_a_at"	8.098841	11.166688	7.9087515	7.7714396	10.643801	7.366956
"1552514_at"	6.7256517	6.0848007	5.9244633	5.3730125	5.7298174	5.8994064
"1552515_at"	14.814741	13.74626	14.783933	13.882187	15.415633	15.675967
"1552516_a_at"	39.478928	44.973286	33.758144	36.500736	39.866665	30.364838
"1552518_s_at"	33.35199	28.722284	28.043205	34.451763	30.539192	29.926977
"1552519_at"	115.12127	114.250916	91.23112	111.41561	103.80403	84.0008
"1552520_at"	135.67438	116.61805	95.2103	116.282005	90.376465	73.99698
"1552521_a_at"	53.084717	40.299454	26.146236	40.82385	28.923702	32.470207
"1552522_at"	5.7546334	6.385725	6.1040163	6.2217875	6.764843	6.3755
"1552523_a_at"	29.2261	36.799187	23.473148	22.495012	26.451942	29.495275
"1552524_at"	71.60651	87.10583	88.00262	79.44943	87.64159	93.26808
"1552526_at"	16.334204	20.615953	18.550737	18.85804	24.301838	19.725794
"1552528_at"	97.28111	111.20017	92.735596	98.08775	99.908745	98.882065
"1552531_a_at"	18.11309	21.067043	17.714867	18.600235	18.560844	16.74721
"1552532_a_at"	7.667591	6.920313	7.9085803	8.708829	7.9585824	8.821784
"1552535_at"	50.106388	55.606056	51.75902	48.707947	50.876472	52.167747
"1552536_at"	13.894891	15.431079	12.184957	10.525531	14.277462	13.406251
"1552538_a_at"	7.824108	6.2996845	6.2248173	7.6558475	7.401052	6.320829
"1552540_s_at"	74.62061	69.310715	60.34483	66.026726	69.756516	64.55734
"1552541_at"	60.792755	70.66616	69.41434	78.94776	70.37346	60.72741
"1552542_s_at"	13.063689	15.955698	14.6517935	13.851207	17.16824	14.316039
"1552543_a_at"	18.240292	23.202091	21.453215	21.872807	20.793846	21.363705
"1552544_at"	17.314745	14.534648	17.456015	18.152681	16.725464	17.2518
"1552546_a_at"	15.722769	24.120977	20.423862	18.166842	18.99786	18.249565
"1552548_at"	11.731652	11.786917	12.202331	10.530465	10.650601	11.332579
"1552549_a_at"	51.121426	52.1396	58.97121	54.249073	52.55965	54.15695
"1552552_s_at"	10.384504	12.43497	9.373579	10.234861	10.00347	8.713499
"1552553_a_at"	10.261989	9.13639	9.293514	10.294312	10.526141	10.958392
"1552554_a_at"	11.152209	11.263097	9.704938	13.554108	10.872174	10.845212
"1552555_at"	45.183872	49.64552	41.112045	45.80603	51.230236	42.931225
"1552557_a_at"	6.2514744	6.353	6.0031195	6.355177	6.7472177	5.9302073
"1552558_a_at"	71.94161	73.239525	81.489685	72.30452	77.75604	74.52966
"1552559_a_at"	24.968561	26.260427	30.916784	26.811014	25.80161	25.87414
"1552562_at"	56.065655	50.78174	49.234875	49.41615	54.3965	46.26814
"1552563_a_at"	4.1815515	5.272789	6.2875094	4.930893	5.248336	5.152539
"1552564_at"	11.137634	9.537818	8.65827	10.185576	9.0774	13.137372
"1552566_at"	15.905966	16.364454	16.071306	17.135021	15.82497	15.662981
"1552568_at"	31.000628	32.091396	29.024044	26.676859	28.231417	29.7983
"1552569_a_at"	22.74935	23.594116	24.85555	19.342747	25.09716	25.111979
"1552570_at"	9.688603	10.115627	12.389535	11.231302	11.769268	11.223473
"1552572_a_at"	42.835426	36.43035	38.064743	39.67399	37.70674	40.109734
"1552573_s_at"	95.36093	91.03199	79.04517	102.24896	91.78854	89.19476
"1552575_a_at"	9.997551	12.2637415	13.183586	9.084865	11.165018	12.55577
"1552576_at"	26.098688	24.4099	26.459183	25.29302	22.220608	27.347994
"1552578_a_at"	7.286642	7.4521155	8.350489	7.156397	7.4733734	8.448531
"1552579_a_at"	20.335407	24.9324	20.028238	23.512142	21.412651	25.55887
"1552580_at"	19.269855	15.449091	17.89305	21.510754	19.657736	18.883356
"1552582_at"	7.2067347	6.53836	6.6201715	7.0782437	8.260221	7.0929875
"1552583_s_at"	13.2436695	13.109813	13.321982	13.418054	14.187546	12.539258
"1552584_at"	17.66441	14.663054	20.601982	16.814604	19.433113	17.864485
"1552585_s_at"	7.670226	7.6588364	6.218413	6.5740085	8.067561	7.02074
"1552586_at"	36.876087	33.85493	37.02746	28.913485	33.6672	35.05455
"1552587_at"	7.132837	7.7792764	6.744851	7.121972	6.7896204	6.448821
"1552588_a_at"	7.1559453	6.351833	8.729521	7.6363955	7.9679	7.5938344
"1552590_a_at"	6.753526	5.329419	7.9481845	7.278179	6.596272	6.243145
"1552592_at"	7.9026985	8.244136	8.747718	8.290882	8.289382	7.448918
"1552594_at"	69.508095	70.31736	56.572075	68.69008	64.87861	63.052338
"1552596_at"	103.0301	98.56386	106.71558	97.25353	111.193184	104.66012
"1552598_at"	22.776388	25.346697	24.443907	23.00469	23.613136	22.68198
"1552599_at"	7.4301524	7.133173	8.089182	7.9687915	10.513914	8.026249
"1552602_at"	42.086403	40.768726	49.971676	39.5159	47.50796	42.987354
"1552604_at"	16.963848	20.987661	19.739582	17.845299	22.844694	18.206827
"1552605_s_at"	9.525448	10.55226	10.228118	10.763279	9.74198	9.77482
"1552607_at"	31.819262	30.674557	29.001442	29.68965	31.974182	29.466705
"1552608_at"	26.733393	22.609528	22.896498	25.914742	28.852894	24.391094
"1552609_s_at"	19.51396	14.684436	13.4192095	14.688392	15.493947	16.392717
"1552610_a_at"	202.41179	173.51535	147.24574	175.07895	143.67422	125.856094
"1552611_a_at"	299.76276	324.41565	255.90001	258.56894	260.66248	201.20377
"1552612_at"	201.87082	205.17801	161.02475	221.21672	167.49207	167.25221
"1552613_s_at"	146.12799	118.833	102.47114	150.54826	115.30718	114.28635
"1552615_at"	161.19322	178.24413	184.02554	170.45973	185.37865	181.33575
"1552616_a_at"	54.907	60.68561	44.823997	45.707664	55.91566	53.420048
"1552617_a_at"	405.71124	356.07233	349.8096	393.8043	340.53748	361.94534
"1552618_at"	149.93509	159.6142	142.38046	165.23067	154.13719	165.56255
"1552619_a_at"	340.05292	320.14725	287.0295	332.08356	345.16714	291.7516
"1552620_at"	149.21138	169.66394	176.6476	150.10973	166.05418	166.30453
"1552621_at"	252.69356	303.91583	463.67706	291.57962	316.37305	400.16656
"1552622_s_at"	112.65893	143.14973	217.99689	144.62152	151.84566	172.78574
"1552623_at"	9.356292	10.522908	8.694026	8.378489	10.160874	8.253715
"1552625_a_at"	364.33694	312.13266	353.99838	387.0488	340.70453	367.75623
"1552626_a_at"	16.891445	18.309881	21.402752	18.278355	20.106224	20.061663
"1552627_a_at"	216.31837	212.58984	139.08577	224.12967	224.3429	162.79616
"1552628_a_at"	206.14992	176.14264	145.3981	174.41832	158.7956	162.51376
"1552629_a_at"	16.355555	15.71661	14.055312	13.355766	15.6418915	15.034899
"1552630_a_at"	86.755844	81.81589	76.27178	82.75657	84.82619	72.310135
"1552631_a_at"	49.071556	53.695255	44.662476	47.86769	51.03873	39.534462
"1552632_a_at"	30.161886	29.169355	20.10724	21.506582	19.6427	22.081371
"1552633_at"	65.62722	65.123825	60.931496	57.16601	66.582306	67.48766
"1552634_a_at"	65.32533	69.17802	57.360104	73.434746	63.18575	63.037086
"1552637_at"	12.570361	13.2745	15.476766	15.333837	13.666867	13.471313
"1552639_at"	26.452728	30.965033	28.674042	30.34387	29.895401	31.938082
"1552641_s_at"	412.49408	425.18222	348.24442	430.40607	470.7283	328.44858
"1552643_at"	12.943032	12.593372	11.168997	12.68759	12.618659	11.343659
"1552644_a_at"	82.69349	81.68945	66.51456	71.71157	99.843544	77.03233
"1552646_at"	45.348953	59.47118	60.029785	56.74897	60.811565	66.64479
"1552648_a_at"	289.75656	256.57736	238.63086	305.55295	245.53915	229.97992
"1552649_a_at"	28.67679	31.74896	16.985807	28.043056	29.76019	25.39838
"1552651_a_at"	37.482002	41.684116	28.137749	36.454453	35.549625	36.01281
"1552652_at"	113.11479	109.17486	115.22809	114.60018	112.685074	127.81289
"1552656_s_at"	135.01656	170.65038	132.01709	152.07283	155.9979	110.129684
"1552657_a_at"	46.404533	48.91615	52.143044	39.453506	49.103256	49.13852
"1552658_a_at"	110.13642	92.01642	78.12907	90.25032	102.993706	82.46888
"1552660_a_at"	175.68361	169.97118	120.66381	166.36803	177.06624	134.77187
"1552661_at"	4.6894097	4.413734	4.4396663	4.189957	3.8634582	4.391567
"1552662_a_at"	50.416122	49.211285	49.301674	58.981037	58.28833	49.5787
"1552663_a_at"	144.26056	142.5578	121.82465	142.81662	157.24316	123.088
"1552664_at"	59.88142	44.25284	55.075455	48.48765	45.583775	49.726974
"1552665_at"	51.540768	36.356506	44.636917	50.950245	39.739174	45.072018
"1552666_a_at"	9.23662	6.0095487	9.465864	11.581759	5.292076	11.05371
"1552667_a_at"	53.74904	44.743504	40.852356	51.526955	46.826042	43.397697
"1552669_at"	20.9548	24.463652	22.417925	19.60941	22.985638	20.940529
"1552670_a_at"	43.677006	37.45535	35.861286	41.66314	43.12649	30.373339
"1552671_a_at"	83.602196	82.328	71.9722	102.32679	86.30494	63.828064
"1552672_a_at"	42.36417	47.749714	47.29308	44.635353	47.46063	48.28214
"1552673_at"	14.014005	17.930761	15.276098	20.115704	14.675586	15.830546
"1552674_at"	4.6472025	6.274625	5.6011295	4.5981154	5.2101393	4.717682
"1552675_at"	4.4180713	5.5524426	5.8304386	5.71581	4.5342617	6.2214203
"1552676_at"	63.113197	61.177464	76.347496	68.0745	66.20963	69.59131
"1552677_a_at"	52.741882	59.401913	74.51503	69.39568	56.726093	77.867325
"1552678_a_at"	141.49208	117.65917	129.48804	153.85944	109.856735	128.42015
"1552680_a_at"	195.13385	214.69579	166.577	200.30972	227.3116	148.60336
"1552682_a_at"	58.591274	61.7242	42.117294	67.139275	56.17472	43.54904
"1552684_a_at"	51.07763	57.7587	35.131542	49.193966	64.1819	46.308575
"1552685_a_at"	58.06085	74.98861	50.638184	58.9443	70.3268	65.418
"1552686_at"	26.412333	37.096645	34.098663	37.772377	36.234253	36.940742
"1552687_a_at"	16.371416	17.588335	16.069332	20.564245	17.01401	20.459312
"1552689_at"	154.21979	136.49658	165.41563	162.8685	156.18759	167.43893
"1552690_a_at"	20.17117	18.257511	17.97185	20.71046	22.624352	20.11531
"1552691_at"	4.7025824	4.413734	4.3422937	4.7641907	4.7213025	4.6840425
"1552693_at"	7.4301515	6.4845233	5.1321316	5.667735	8.157243	4.8927727
"1552694_at"	18.767561	17.814507	13.959971	22.341501	13.385777	15.712439
"1552695_a_at"	75.86757	82.77082	78.87971	84.39569	67.13968	82.86307
"1552696_at"	62.99576	59.625248	45.52826	70.234856	61.22848	59.657223
"1552698_at"	83.83172	90.99409	94.29798	75.55807	94.15217	86.582275
"1552701_a_at"	5.525016	4.8105187	5.604498	5.0719557	5.921766	5.0724564
"1552703_s_at"	5.3148246	4.4859138	5.488033	5.1944013	5.3642654	5.0372643
"1552705_at"	52.150578	54.49461	37.762306	49.184002	47.01179	55.714306
"1552708_a_at"	55.9157	40.72583	24.123785	34.894817	44.281925	30.977829
"1552711_a_at"	217.03194	200.60037	226.35075	254.79845	202.97118	236.0267
"1552712_a_at"	25.076738	27.393263	26.943277	27.93016	29.765678	24.66845
"1552713_a_at"	13.024732	14.056629	20.23791	15.232346	14.090001	15.432584
"1552714_at"	13.709324	12.805405	11.182841	11.121802	12.462645	12.048683
"1552715_a_at"	8.136801	7.5351076	5.439458	6.5713243	6.4645095	7.267707
"1552716_at"	60.490543	58.19343	50.701355	55.658333	50.061096	54.95755
"1552717_s_at"	82.406105	72.4323	54.096252	73.22171	74.464806	68.439095
"1552718_at"	35.88462	43.91723	30.77799	37.620026	40.24271	34.574173
"1552719_at"	37.673954	39.475994	32.016556	40.293045	44.851856	34.60807
"1552721_a_at"	4.9422646	5.800565	6.16804	5.9799232	7.1873546	6.0190086
"1552722_at"	5.5132065	6.02253	4.8109922	6.222793	6.074676	5.2544456
"1552724_at"	56.070454	55.66448	52.68061	48.859447	55.739742	55.104877
"1552725_s_at"	30.865284	27.173126	27.721758	28.996803	30.752804	30.061823
"1552726_at"	23.605286	27.838919	24.027706	25.146847	26.086796	26.16996
"1552727_s_at"	5.505137	6.467183	5.773853	7.0405536	6.273199	6.740346
"1552729_at"	152.86996	209.59889	279.1875	209.2436	213.81271	239.54912
"1552730_at"	14.389213	16.808302	15.240161	14.727043	15.450916	14.286261
"1552731_at"	9.048351	9.148585	9.091872	9.548189	9.209342	9.884261
"1552732_at"	5.870119	5.0548515	5.8058805	6.3943477	6.345998	6.610514
"1552733_at"	4.5640755	5.1806817	4.686974	4.420229	4.268724	4.1335263
"1552734_at"	13.007489	15.717049	11.505855	13.467659	13.550323	11.049812
"1552735_at"	7.2988567	7.4616647	6.2369113	7.6949453	6.161017	7.594198
"1552736_a_at"	6.8261604	8.10354	7.575831	7.453745	7.9445	7.0094066
"1552737_s_at"	41.068275	43.355503	26.928009	42.9204	43.47515	21.378729
"1552738_a_at"	105.93815	85.59992	79.62854	96.80122	82.10395	110.63718
"1552739_s_at"	216.70882	204.89662	231.17528	265.25046	205.00792	247.4983
"1552740_at"	29.538494	30.10038	30.68989	25.148426	22.454655	35.85574
"1552742_at"	5.985594	6.9748106	6.0269556	6.0035977	6.5678134	5.808586
"1552743_at"	13.683926	16.439087	16.346869	20.001368	16.149721	15.039136
"1552745_at"	11.315732	12.127808	14.583555	11.427976	13.126514	11.4660225
"1552747_a_at"	5.8274174	5.6160445	5.3484178	7.026902	5.6681914	5.9633923
"1552749_a_at"	254.92969	252.87453	327.92596	211.80453	250.4156	280.34094
"1552750_at"	13.563107	15.460778	16.535976	15.888716	17.621246	15.781262
