ID_REF	DESCRIPTION	GSM637872	GSM637873	GSM637874	GSM637875	GSM637876	GSM637877
7892501		7.263108	7.139234	7.783249	7.578142	5.843154	4.442903
7892502		6.002348	6.279274	6.792088	6.411549	7.568158	7.072715
7892503		4.23279	4.05273	4.190715	4.054729	4.572101	4.058358
7892504		9.794945	9.85147	10.21296	10.5086	9.963998	9.419183
7892505		4.962657	3.915596	3.860583	3.906201	3.786427	3.37607
7892506		5.708483	5.85725	6.401003	5.811141	6.100382	5.744248
7892507		5.767626	5.038759	4.452401	4.475949	5.076222	4.345627
7892508		6.336331	5.954012	6.353615	5.621078	5.931919	5.770946
7892509		13.04137	12.90717	13.00879	12.97416	12.68978	12.83322
7892510		5.586276	3.59005	5.103654	4.58533	4.332521	3.862638
7892511		4.41841	4.293302	4.248712	3.953296	4.180219	4.750263
7892512		7.544521	7.546755	7.56255	7.90347	7.917678	7.998707
7892513		3.467417	3.529831	4.10175	3.055199	4.877986	4.505892
7892514		11.48178	12.14007	12.17496	12.52256	12.11739	11.63529
7892515		9.105691	9.377264	9.00738	9.028701	9.6955	9.168372
7892516		6.763994	6.947187	7.470925	6.813592	6.708729	6.3449
7892517		5.282902	5.475201	6.240787	5.696423	5.96237	5.605732
7892518		3.823446	3.658128	3.85998	4.169442	3.914647	4.155222
7892519		8.322312	8.190963	7.28653	7.999296	7.575458	8.008204
7892520		9.868374	10.05634	10.2002	10.25822	9.919302	9.762729
7892521		7.74236	7.208699	8.06496	7.916919	7.318645	8.028421
7892522		6.48707	6.364158	6.472256	6.821782	6.517111	6.894052
7892524		6.65219	5.941882	6.446385	6.494002	7.192391	7.0445
7892525		6.087359	5.880325	6.325925	6.590501	6.185022	6.443584
7892526		7.962981	8.265546	8.880584	9.26494	8.167685	8.567776
7892527		10.4831	10.84289	10.88912	9.946851	10.47439	10.83051
7892528		2.756639	2.861722	2.769885	2.916156	2.975496	3.040326
7892529		5.805169	5.975524	5.642577	5.871811	6.694774	6.076831
7892530		11.4655	11.83612	10.77682	10.45726	11.17809	10.78099
7892531		6.951495	7.776445	7.845434	6.969749	6.638016	6.767705
7892532		3.573487	4.114522	3.884133	4.781706	6.128226	4.977692
7892533		7.598603	8.239471	7.435939	8.241514	8.060181	7.951719
7892534		4.666482	4.540053	4.990977	4.132893	4.803555	5.688965
7892535		6.648522	6.156359	7.374958	7.276037	7.147957	6.815796
7892536		11.29462	11.39172	11.46366	11.59259	11.66338	11.73808
7892537		4.871223	4.72982	4.402857	5.565777	4.905442	4.801359
7892538		5.579855	5.6073	5.932432	5.599313	5.439529	6.410003
7892539		5.250637	5.260897	5.64367	5.673999	5.84621	4.872757
7892540		5.882001	6.779178	6.139119	7.0433	6.842498	5.524677
7892541		10.16311	10.74107	10.85286	10.81251	10.79421	10.86077
7892542		9.341825	9.045706	10.08044	9.987018	9.53001	9.897973
7892543		5.960504	6.272858	6.307199	5.841547	6.570757	5.912896
7892544		5.678399	5.703489	5.837596	5.869853	5.928042	6.262562
7892545		5.818834	6.499533	6.131464	6.396448	6.937176	6.138531
7892547		6.611403	4.751994	5.662179	5.586543	5.430841	5.356755
7892548		6.855789	7.066702	7.779349	7.680081	7.184086	7.835725
7892549		9.747489	9.225606	9.73254	8.487514	9.345445	9.499038
7892550		8.335935	8.610382	7.770285	7.916869	8.797251	9.022093
7892551		10.68328	10.8191	11.04503	11.24759	11.09096	10.94712
7892552		6.142969	4.807535	6.044867	6.1546	5.380623	5.790491
7892553		3.846506	4.519901	5.680883	5.634152	4.704751	4.288373
7892554		5.522513	5.036562	3.986959	4.824249	4.866219	5.502082
7892555		6.642675	5.00504	6.608176	5.865059	6.656708	5.797627
7892556		13.86356	13.89722	13.74854	13.68187	13.81439	14.05297
7892557		3.556623	3.446314	3.07691	2.852534	3.843083	4.166854
7892558		5.005939	4.613094	4.605338	4.669364	5.182451	5.498528
7892559		8.545861	8.308111	8.043546	7.880989	8.223906	7.710056
7892560		5.361436	5.450887	5.531057	4.318628	5.845955	5.515168
7892561		9.860372	9.784909	10.91868	10.67166	10.52026	10.77434
7892562		10.37076	10.26499	10.15962	10.02574	10.21376	10.21038
7892563		7.503771	7.447761	8.061713	7.708591	8.094995	7.785139
7892564		11.39877	11.37621	11.47133	11.3231	11.43285	11.33354
7892565		8.045348	8.002351	8.743936	8.197897	8.422442	8.444186
7892566		3.553249	3.487913	3.48816	4.267102	3.554071	3.885651
7892567		5.525934	5.160982	5.268294	4.186601	5.11178	6.137094
7892568		11.72428	11.54509	11.60739	11.55045	11.59828	11.7297
7892569		9.201505	9.245495	8.591153	8.314244	8.612665	8.695642
7892570		9.102716	9.244957	9.644464	10.01917	9.226833	9.602396
7892571		2.639981	2.492809	2.504808	2.768264	2.567611	2.60052
7892572		8.818552	8.829957	8.313974	8.044343	8.546215	8.200443
7892573		6.464947	6.844853	6.044991	5.656806	6.285495	6.471015
7892574		11.43937	11.62473	11.55204	11.48121	11.08867	11.32309
7892575		6.171763	6.984845	7.238553	6.537258	6.81613	7.153434
7892576		8.605971	8.492229	7.547313	7.902484	7.919568	7.925611
7892577		3.731063	3.474472	3.274148	3.993855	3.352935	4.097302
7892578		4.925418	5.396454	4.799989	5.783814	4.680364	5.438019
7892579		11.80316	11.69684	11.52326	11.94149	11.02929	11.15963
7892580		5.63167	3.947994	4.313757	5.7007	5.142891	4.778575
7892581		5.170858	4.681094	4.940353	3.937178	4.470679	3.82333
7892582		2.888659	3.183119	3.14724	3.336189	3.202071	3.015661
7892583		6.248311	6.078589	6.17843	6.30124	6.127598	6.311332
7892584		6.477293	6.230907	5.949684	6.424499	6.29114	6.514453
7892585		3.00572	2.849629	2.950704	3.397535	3.172647	3.101403
7892586		3.587457	2.857449	3.221569	3.204325	3.718208	3.211144
7892587		4.513981	4.322354	5.359344	5.013646	4.915632	4.785293
7892588		3.446105	2.841232	3.081285	3.348877	3.371527	3.029704
7892589		4.803844	5.247754	4.883301	4.281354	4.927889	4.919306
7892590		4.662753	3.3061	4.467847	4.406172	4.10222	3.383321
7892591		4.191309	4.219156	4.163029	3.199875	4.271288	3.52856
7892592		5.123674	4.959667	5.147768	4.206697	4.534521	4.662265
7892593		4.94756	6.199079	4.304429	5.046445	4.165805	4.720683
7892594		7.011652	6.743039	6.672002	6.917921	6.658037	6.741386
7892595		4.695899	4.071124	4.703237	4.531355	4.355714	4.834156
7892596		6.308459	4.604855	6.07124	5.260108	4.46624	5.925395
7892597		5.634439	5.406538	5.885754	4.963446	5.682777	5.1716
7892598		11.51482	11.53913	11.6057	11.72004	10.46152	10.27151
7892599		11.5359	11.43911	11.92187	11.86504	11.86338	12.00173
7892600		3.247279	3.313021	3.384053	3.751731	3.128015	3.222958
7892601		7.119531	7.220811	6.745229	6.815607	6.999682	6.913548
7892602		3.879257	3.671835	3.762596	3.838231	4.345634	3.615875
7892603		3.870485	3.797501	3.704245	3.713871	4.777548	3.560881
7892604		4.012104	3.187232	2.904055	2.913978	2.54065	3.57033
7892605		9.613522	9.541603	9.750832	9.48016	9.605106	9.594618
7892606		11.87051	11.90116	12.1144	12.12623	12.07978	11.85448
7892608		8.391074	8.359421	9.16113	9.095205	9.111833	7.965265
7892609		5.375944	5.463936	5.934811	2.510909	5.640914	3.132675
7892610		9.048486	9.024566	9.454994	9.40958	7.640884	8.194519
7892611		2.997832	2.918571	3.413215	3.139982	2.736504	3.921804
7892612		2.659852	2.587573	2.868025	2.776298	2.68258	2.703729
7892613		9.549985	9.591284	10.16855	10.21113	9.789123	9.369185
7892614		5.367867	4.533797	4.604234	4.470684	4.611931	4.635005
7892615		4.588368	4.350893	4.979259	3.984395	5.948568	5.052717
7892616		3.162449	2.759849	2.690253	3.204143	4.278278	3.505348
7892617		12.69477	12.55476	12.4994	12.68876	12.69417	12.53964
7892618		8.905048	9.241564	8.280563	7.860154	8.556067	8.338531
7892619		4.434789	4.735416	5.068602	4.387102	4.815704	4.891755
7892620		12.02805	11.90798	11.40535	11.406	11.98998	11.93342
7892621		13.37079	13.45618	13.19343	12.96754	13.47226	13.62408
7892622		10.90778	11.43782	11.9167	11.82438	11.6515	11.69251
7892623		11.80867	11.79017	11.52413	11.30665	11.30245	11.47552
7892624		4.545037	5.467941	5.069085	5.198953	5.263393	5.653039
7892625		6.516355	7.417872	6.792892	7.10935	6.951909	6.753134
7892626		5.347005	4.478154	5.230844	5.420067	5.228266	5.642353
7892627		8.75505	9.051507	8.322224	8.788317	8.509296	8.553012
7892628		11.26441	11.21164	11.58381	11.68018	10.99164	11.08027
7892629		5.895546	5.886908	6.184042	6.706719	6.947776	6.987131
7892630		11.21555	11.42923	11.15642	10.77553	11.22997	10.60553
7892631		2.64301	3.188455	2.911792	2.669199	2.752337	2.922016
7892632		4.016258	3.759265	3.433093	3.450949	4.206404	3.978247
7892633		7.809541	6.919504	8.256064	8.051611	8.08827	8.191825
7892634		7.778926	8.075106	8.10841	8.029037	8.25453	7.83385
7892635		9.524757	9.376855	9.188248	9.466503	9.41717	9.450193
7892636		8.270975	8.498737	8.787002	8.546646	9.046671	8.339905
7892637		8.665057	7.740075	8.306312	7.682926	8.453265	8.27522
7892638		2.65978	3.087411	2.785766	3.568316	2.965543	2.661704
7892639		8.223571	9.357111	10.04165	9.698139	9.469618	9.423693
7892640		12.7701	12.53789	12.91372	13.14236	13.187	13.01487
7892641		5.820745	4.984554	5.869971	4.747938	5.88045	6.19528
7892642		10.21093	10.32483	10.24164	10.33948	10.1372	9.984843
7892643		12.00976	11.88515	11.47801	11.41229	11.5508	11.668
7892644		11.0745	11.53401	11.47634	11.06674	11.30681	11.18356
7892645		3.352088	3.339982	3.388187	3.651117	3.513682	3.192401
7892646		3.828192	3.667241	3.325822	3.629889	3.484591	3.438633
7892647		3.883338	3.679659	4.9158	3.667693	4.43091	4.795364
7892648		12.25384	12.30298	11.41714	10.98161	12.34603	12.20674
7892649		5.940816	5.185446	5.593119	5.424147	6.199661	5.485923
7892650		13.43453	13.38869	13.07584	13.01366	13.47999	13.51794
7892651		4.116812	4.479291	4.333328	3.662674	4.974599	4.90883
7892652		13.49678	13.45716	13.36724	13.18824	12.94315	13.13319
7892653		3.117948	3.213696	3.427591	2.83168	2.913688	2.566826
7892654		9.266857	9.663766	8.969372	9.06212	9.760331	9.299821
7892655		4.854212	4.549778	4.569832	4.955654	4.943495	4.724444
7892656		5.053078	4.966485	4.752223	5.188776	4.266737	5.342292
7892657		3.890602	3.490344	4.073158	4.567131	4.127326	4.314973
7892658		3.104079	3.560314	2.803798	3.189337	2.962173	3.074666
7892659		3.588297	4.048656	3.388479	3.078795	3.503747	3.680948
7892660		2.423291	2.31921	2.941867	2.705192	2.510909	2.679904
7892661		10.76492	10.53881	11.89935	11.73017	10.24895	10.76668
7892662		9.164066	9.368915	8.793286	9.280995	9.07503	8.973284
7892663		12.64392	12.3175	13.38099	13.41108	12.80847	13.08165
7892664		5.132848	5.512503	6.106056	5.49705	5.980001	5.949501
7892665		6.613952	6.857471	6.471331	6.54128	6.918656	6.751358
7892666		2.659637	2.826537	2.913372	2.858885	2.885792	2.928608
7892667		10.77809	10.82913	10.46612	10.7255	10.52417	10.4188
7892668		11.60653	11.67494	11.03158	11.02433	11.46628	11.52902
7892669		7.090306	6.660991	7.366937	7.413757	6.933956	7.061284
7892670		10.3282	10.23796	10.11075	10.18804	10.43855	10.45165
7892671		4.557732	4.828145	4.87639	5.276036	5.355169	5.200696
7892672		3.421634	3.756122	3.247565	3.604486	3.226656	3.624053
7892673		6.168339	5.613931	5.897823	6.018234	6.173202	5.775723
7892674		10.23714	9.734228	9.628534	9.605331	9.715337	9.859792
7892675		5.263626	5.676078	5.954147	5.584399	5.54008	6.565374
7892676		6.934994	6.783444	7.031312	7.336883	7.308657	6.443156
7892677		10.08851	10.48921	10.76831	10.85373	10.70155	10.33877
7892678		8.624993	8.715738	8.972489	8.752874	8.527386	9.079616
7892679		7.755129	8.394668	8.593591	8.502894	8.150055	8.181609
7892680		9.755662	9.830391	9.463717	9.430492	9.931991	10.16466
7892681		7.523733	7.987502	7.874658	7.763281	8.063331	7.627713
7892682		7.713661	7.745253	3.924679	3.076354	7.668286	6.34121
7892683		7.035746	7.652093	7.527559	7.482554	6.848568	6.520397
7892684		10.82826	10.88907	11.15341	10.8346	11.147	11.0453
7892685		5.623427	5.890574	5.473993	4.897388	5.620936	5.774694
7892686		7.934428	8.713556	8.314415	7.874865	8.286672	7.913058
7892687		5.883479	5.386588	6.683692	6.612748	6.846494	7.367896
7892688		9.794555	9.833273	9.326989	9.633208	9.79543	9.551241
7892689		5.366826	5.899661	5.78103	6.24066	5.791602	6.482355
7892690		5.309689	5.097566	5.479654	5.418659	4.670552	6.347646
7892691		3.198061	3.123832	3.239075	3.47343	3.032173	3.002609
7892692		7.409018	7.456062	7.251725	7.558625	7.559561	7.599734
7892693		8.222238	7.687602	8.182757	8.926763	8.219453	8.196805
7892694		8.313379	8.800472	8.644608	8.731867	8.308362	8.421654
7892695		4.021933	4.040849	4.817402	5.414268	4.629525	4.441041
7892696		7.521292	7.217322	7.14491	7.325745	7.05061	7.833515
7892697		8.388357	7.786514	7.881839	7.95689	7.95309	8.296725
7892698		2.612877	2.488449	2.493003	2.641224	2.548668	2.60504
7892699		7.887621	7.47628	8.170025	7.330355	6.987519	7.395494
7892700		5.692419	5.336602	6.050993	6.309201	5.460711	5.299777
7892701		12.1487	11.92825	11.85024	11.36899	12.2831	12.45734
7892702		8.919222	8.960835	9.538668	9.43232	8.704916	9.222107
7892703		8.560319	8.465084	8.570448	8.732116	8.666899	9.026937
7892704		13.24001	13.1755	13.85031	13.85754	13.30824	13.61664
7892705		5.051901	4.270836	5.461645	4.510218	5.55207	5.453585
7892706		6.619779	7.248815	7.47157	7.313875	7.299719	7.284363
7892707		9.318089	9.332325	9.879805	10.18599	9.890649	10.05124
7892708		6.451169	5.720106	6.912137	6.234236	6.447957	7.532817
7892709		2.924786	3.256256	3.353236	3.034488	3.366322	3.783314
7892710		3.263231	2.856817	3.811337	3.587387	2.925202	2.824104
7892711		6.013214	4.411991	6.457224	6.755639	6.512972	6.829134
7892712		8.841662	8.768796	8.609853	8.754212	8.988807	8.271007
7892713		9.18115	9.285767	9.089205	9.06575	9.662586	8.835567
7892714		4.099313	3.925416	4.312028	4.325141	4.488766	3.94346
7892715		3.384443	3.550271	2.848899	2.996329	3.314184	3.577426
7892716		6.107805	6.107252	6.538288	6.409376	6.124124	7.174029
7892717		7.471073	7.219793	6.701543	7.152149	7.010091	7.273558
7892718		4.020562	4.247074	3.83266	4.316779	4.173185	4.576701
7892719		8.217918	8.395143	8.628585	8.574078	8.643758	7.818506
7892720		11.19812	11.57768	9.997835	11.04218	11.16931	10.95351
7892721		9.387192	9.628175	9.748506	9.781209	9.779921	9.474974
7892722		2.713907	2.862525	2.950498	2.906343	2.950161	3.196254
7892723		3.725373	3.648088	3.747981	4.267679	3.739729	4.771624
7892724		5.435928	5.856511	6.643516	5.712852	4.204152	4.970161
7892725		5.701823	3.967923	2.836623	3.325839	4.163053	4.514105
7892726		7.559031	7.690947	6.932464	6.751421	5.708613	6.983222
7892727		2.994282	3.947536	4.360944	3.844144	4.00901	3.579516
7892728		4.537261	4.118889	4.356412	4.173431	4.144258	4.901542
7892729		4.494789	4.535538	6.35192	5.999306	5.727302	4.519596
7892730		6.563554	5.4356	5.726777	5.434238	5.227433	5.638673
7892731		5.097521	3.859282	4.845168	4.982555	5.403165	5.424809
7892732		8.064243	8.775854	8.419218	8.605445	7.876459	7.584892
7892733		4.217533	3.756648	3.139328	3.817199	4.625848	3.420931
7892734		5.895404	5.612228	6.3406	5.791618	5.813077	5.951416
7892735		3.477384	2.901606	3.833992	3.246109	3.370354	3.023943
7892736		5.334787	5.137033	4.332397	5.233499	4.68626	4.994974
7892737		4.264251	4.615586	4.072655	5.21784	5.140976	4.98785
7892738		6.813467	6.984613	6.733535	6.99296	6.760575	6.430609
7892739		4.568308	5.131985	5.466535	5.299076	5.591244	5.866085
7892740		4.923116	3.333521	4.988307	3.993855	4.923116	5.958135
7892741		6.469481	6.618014	7.106497	6.647397	6.147329	6.522702
7892742		10.85188	11.03957	11.04575	11.33055	10.02818	9.441695
7892743		3.588607	3.152483	3.569752	3.613929	3.005337	3.65146
7892744		6.178107	4.879231	6.055211	4.673446	7.255726	6.617023
7892745		11.02602	11.2115	10.77539	10.65015	11.08727	11.07054
7892746		2.998827	2.973342	3.643671	3.494118	3.449121	3.942226
7892747		9.008386	8.918061	8.735832	9.063573	8.9004	8.763853
7892748		9.831361	9.923449	10.05303	10.01832	9.957954	9.853509
7892749		3.600825	3.412456	4.237805	4.033273	3.901541	4.330874
7892750		4.849727	4.616055	5.161484	4.920068	5.112036	4.812372
7892751		8.597544	8.85094	8.150944	8.477417	8.550264	8.669854
7892752		2.701564	2.656738	3.164179	2.793463	2.717143	2.853522
7892753		12.5698	12.48322	13.04969	13.09577	12.77588	12.56594
7892754		4.962333	4.512958	5.04553	4.298882	5.655598	4.764012
7892755		3.645322	3.401669	4.281164	3.481948	3.638359	3.611804
7892756		2.753735	2.621667	2.656609	2.741001	2.634171	2.741336
7892757		9.303472	9.588951	9.67342	9.460181	9.552076	9.850894
7892758		5.901228	5.356027	5.811836	5.847554	6.045586	5.316031
7892759		4.591869	5.186539	5.34671	5.367203	6.139339	4.742962
7892760		6.347486	6.167435	5.948517	6.319818	6.704522	6.334019
7892761		7.508228	7.391961	7.294116	7.265744	7.103803	7.413596
7892762		12.44324	12.57008	12.63453	12.52227	12.22148	12.18382
7892763		6.924309	6.887835	7.019535	7.416105	7.223884	6.940917
7892764		11.28372	11.23578	11.28668	11.4071	11.75046	11.73182
7892765		9.06713	9.298717	9.844997	9.920271	9.557758	9.255003
7892766		11.38524	11.39444	11.51433	11.89722	11.35865	11.34406
7892767		4.007541	4.360752	5.624722	3.401296	3.796155	2.966638
7892768		3.877248	3.16974	3.01394	3.807695	3.445211	3.054249
7892769		2.695554	2.736521	2.540013	2.659368	2.968179	2.623652
7892770		11.41644	11.52592	11.03112	10.67551	11.54049	11.20782
7892771		10.22195	10.09081	10.3565	10.46964	9.991833	10.41833
7892772		4.891186	4.428742	6.290954	5.025837	4.267228	5.529251
7892773		7.552075	7.397131	7.397965	7.179192	7.481364	7.448635
7892774		5.106505	5.477649	5.446901	5.239135	6.146991	5.750933
7892775		5.845241	6.136115	6.083245	5.522664	5.938874	6.380733
7892776		9.899541	9.755761	11.2215	11.25707	9.946324	9.514455
7892777		5.413266	6.027755	5.636699	5.610843	5.523851	5.283521
7892778		10.35092	10.56051	9.425918	9.677287	9.745896	9.288657
7892779		3.525622	3.412445	3.753866	4.214663	3.862321	3.830415
7892780		7.510808	6.985257	7.404305	7.17452	6.440256	7.453792
7892781		6.528825	6.520351	6.878229	6.646021	6.527473	6.183546
7892782		12.08386	12.26311	12.16319	12.22571	12.35985	12.10757
7892783		9.571783	9.815574	9.433002	9.707726	9.884367	9.490671
7892784		4.319969	3.778821	4.520267	3.852386	3.878039	3.927006
7892785		3.125037	3.127863	4.348823	4.780801	3.261082	3.650304
7892786		11.98529	11.93304	11.52098	11.55736	11.81135	11.75689
7892787		5.621031	4.914992	4.751045	6.079882	5.724726	5.159394
7892788		10.1873	10.31373	10.06236	10.12039	9.940445	10.2223
7892789		6.46423	5.914277	5.412366	6.322813	5.133217	5.263241
7892790		5.468497	5.609515	4.863355	4.767959	5.651652	5.445667
7892791		13.49994	13.4238	13.21469	13.22789	13.16933	13.27664
7892792		6.10988	6.489563	6.215415	6.138816	6.606665	6.439892
7892793		4.349969	4.269651	4.226027	4.608356	4.479699	4.584731
7892794		4.042973	3.619262	4.091468	3.825422	3.867655	3.892395
7892795		6.329832	6.286525	6.478231	6.272292	6.329602	6.117049
7892796		13.74485	13.59393	13.76049	13.94279	13.75179	13.89083
7892797		8.302697	8.397737	7.814488	8.015884	8.129883	8.03243
7892798		3.851495	3.523528	3.868497	3.530067	3.595568	4.265701
7892799		4.773736	4.023295	4.500695	5.170732	3.901123	4.689882
7892800		5.18244	3.962284	3.473076	4.248234	3.54079	2.771215
7892801		3.239693	2.719566	2.764956	3.52296	3.007317	2.884397
7892802		9.949784	9.698693	9.256972	9.748585	9.865729	9.568633
7892803		13.55628	13.62973	13.5449	13.57759	13.54227	13.42761
7892804		3.268384	3.392192	3.364245	3.231023	3.784545	3.676735
7892805		5.041957	4.090052	4.005292	5.321424	5.226383	3.024437
7892806		4.40949	3.806581	3.854584	3.78819	3.696499	3.527144
7892807		6.012199	5.637757	5.943988	5.476461	5.606662	4.906499
7892808		9.251383	9.413055	9.727091	9.630543	8.974344	9.16494
7892809		3.655381	3.028222	4.096499	3.539278	3.290876	3.82964
7892810		5.45196	5.467204	5.130027	5.798603	5.185627	4.898515
7892811		2.962077	2.986462	3.227915	3.471834	3.330341	3.925739
7892812		6.161128	5.747214	6.737883	6.538498	6.685846	6.047287
7892813		3.123813	3.234214	3.018407	3.237956	3.520121	3.08932
7892814		12.08001	12.39082	12.61257	12.17095	12.04931	12.12847
7892815		3.39287	3.34406	3.321732	3.47075	3.31317	3.391429
7892816		9.662044	9.776498	9.874104	9.906162	9.856429	9.656913
7892817		13.7155	13.49455	13.58032	13.53776	13.64772	13.63883
7892818		2.724462	2.670401	2.747033	2.850597	2.805901	3.004837
7892819		5.988692	6.681692	6.963751	6.677	6.794293	7.36624
7892820		12.46741	12.69123	12.69412	12.28259	12.27363	12.34972
7892821		3.452314	2.897385	3.410307	2.762565	3.249181	2.906432
7892822		5.174148	4.566471	5.2379	5.460347	5.434678	5.196763
7892823		8.395901	8.70713	7.462296	7.052845	8.091446	8.083172
7892824		6.658522	7.350088	7.022562	7.528045	7.719645	7.743556
7892825		4.342072	3.920052	3.79873	3.531353	3.17726	3.416723
7892826		5.094052	4.867141	5.321296	3.931824	5.520684	5.015269
7892827		12.69736	12.74206	12.88755	12.97114	12.84028	12.61014
7892828		2.994691	3.121842	3.750028	3.472577	2.777261	2.962202
7892829		12.51678	12.72114	12.76703	12.54261	12.63391	12.62023
7892830		12.58506	12.49584	12.9034	12.8223	12.67687	13.06962
7892831		11.29264	11.76994	11.50251	11.97257	11.54865	11.12383
7892832		8.626651	8.87047	9.40635	9.034636	8.955474	8.710807
7892833		3.420457	3.121862	3.312996	3.131696	2.902662	3.23007
7892834		3.403931	3.34913	3.41325	3.377496	3.875031	4.706141
7892835		12.00037	11.79696	11.40252	11.27446	11.83681	12.16086
7892836		11.52435	11.37175	11.88251	11.62422	11.694	11.78598
7892837		11.51437	11.66629	11.14023	11.14409	11.34676	11.38987
7892838		10.76958	11.01311	11.53501	11.1305	11.07496	10.96044
7892839		3.653436	3.375751	4.116577	3.301459	3.788055	3.318317
7892840		3.92257	4.043635	4.763889	4.9533	5.492351	4.323039
7892841		11.60575	11.54859	11.08685	11.00049	11.83706	11.8613
7892842		4.134213	3.608671	4.75072	3.559987	3.546118	3.946157
7892843		2.979648	3.051803	3.502533	3.672906	3.370321	4.603719
7892844		3.64602	3.245407	3.309672	2.841891	3.561942	4.341558
7892845		6.697038	7.117651	7.569535	7.051944	7.236685	7.264369
7892846		13.11643	13.31353	13.1842	12.97497	13.35452	13.3925
7892847		9.213225	9.665127	9.458382	9.180003	9.609868	9.71575
7892848		9.422273	9.000066	9.886297	9.592976	9.462996	9.414203
7892849		4.956815	4.783453	4.607425	4.925986	4.747626	4.331346
7892850		5.060385	5.711713	6.40593	6.051004	7.046546	6.621762
7892851		7.177794	6.711015	6.808038	6.71971	6.851993	6.907296
7892852		6.60737	6.393411	6.487221	6.434747	6.369474	7.20997
7892853		13.44186	13.51256	13.35997	13.31286	13.42768	13.36262
7892854		2.720937	3.32145	5.095598	4.247787	4.753764	3.540749
7892855		4.239125	4.509275	4.794864	4.568504	4.76116	4.367059
7892856		8.180634	7.697296	8.360515	8.367892	7.899788	8.469967
7892857		12.37232	12.48263	12.42592	12.15864	12.26353	12.39672
7892858		3.097239	4.502293	3.077737	3.352045	3.132675	3.275976
7892859		7.523931	6.885161	6.844351	7.008694	7.105515	7.173234
7892860		6.414737	6.406134	6.16745	6.894119	6.625123	6.425522
7892861		11.28234	11.5024	11.48312	10.96682	11.2242	11.21967
7892862		11.16971	10.70231	10.6878	10.63298	11.19616	10.85766
7892863		8.324049	8.262459	7.965379	8.832448	8.000986	8.16272
7892864		4.539672	4.59539	6.28537	4.53586	5.024052	5.21839
7892865		9.613413	9.808576	10.2247	10.64435	9.989017	9.672832
7892866		2.853642	3.331514	3.407651	2.943949	2.98924	3.281384
7892867		5.610045	4.605898	4.886584	5.001884	3.914009	5.151894
7892868		13.04322	12.91923	13.28443	13.27602	12.92812	13.22883
7892869		6.40801	5.285955	6.439781	6.039528	6.745789	6.340856
7892870		9.969613	9.840501	9.424497	8.974866	9.863139	9.678584
7892871		5.606726	5.949764	7.476284	6.433993	6.927825	6.367599
7892872		6.199058	6.014923	6.663424	5.482528	7.05705	7.197403
7892873		4.946898	5.324448	5.053795	5.522455	6.03461	6.047119
7892874		4.611175	4.318991	4.292	4.646243	4.606689	5.489438
7892875		7.204574	7.214283	6.470579	6.485298	6.744949	7.228793
7892876		8.498004	9.050751	6.300335	5.618566	7.997284	6.649822
7892877		4.225954	3.767721	4.663963	3.64277	4.588269	5.204263
7892878		5.740957	5.449206	4.45936	5.442161	5.404923	5.119334
7892879		8.248983	8.279552	8.854536	8.94908	8.602842	8.368305
7892880		11.32573	11.19801	11.33291	11.24003	11.39885	11.45201
7892881		4.89849	3.703154	4.107803	3.530048	5.118148	4.530691
7892882		11.33936	11.2332	11.72075	11.84741	11.98201	11.93347
7892883		6.768209	6.808374	7.502432	6.978059	7.318086	7.914728
7892884		12.18914	12.18485	12.0472	12.15769	12.31188	12.51045
7892885		4.481797	5.201152	4.639681	5.220771	4.493545	5.013885
7892886		6.472001	6.55021	5.728551	5.356501	6.036325	5.949083
7892887		5.120563	4.865079	4.730427	5.076922	4.506214	5.459023
7892888		4.355664	4.057979	4.011816	4.431632	4.548637	5.158156
7892889		12.11962	12.19023	12.28369	12.35322	12.27899	12.08145
7892890		11.97435	11.84428	11.7221	11.91722	12.04356	12.16776
7892891		11.5692	11.85323	12.4159	12.49925	12.14508	11.69162
7892892		4.321606	4.575778	4.675571	5.457675	4.938051	4.585509
7892893		10.14297	10.08031	10.19946	10.23881	10.14408	10.2835
7892894		11.63694	11.63137	12.01514	11.71615	11.48171	11.46484
7892895		4.480911	4.433588	4.232121	4.378479	4.886188	4.664016
7892896		10.08369	10.18579	9.608094	9.834376	10.00165	10.07805
7892897		7.374958	7.86722	7.166488	6.169781	7.090895	7.096177
7892898		8.249663	8.776708	8.350397	7.968057	8.348258	8.318141
7892899		11.21784	11.24729	11.84722	11.77104	11.71653	11.10194
7892900		12.45155	12.27766	12.70674	12.71657	12.61292	12.64591
7892901		12.06237	12.05159	12.19245	12.34058	12.13032	12.03602
7892902		14.04636	14.07619	14.13712	14.08332	13.84047	13.83969
7892903		7.729105	7.708323	7.730649	8.059443	8.121227	7.752658
7892904		4.551834	3.427205	4.531539	3.773584	4.589999	4.008312
7892905		3.442898	3.069251	3.875415	3.835182	4.727387	3.631162
7892906		13.82188	13.84341	13.52893	13.33613	13.7315	13.84431
7892907		12.18176	12.11788	12.72807	12.77647	12.24437	12.17127
7892908		6.195072	4.630849	5.568211	5.867039	6.109946	5.83665
7892909		7.478183	6.982719	8.114573	7.672984	8.570347	8.66023
7892910		3.275976	5.577317	5.706222	3.51539	4.587668	4.220739
7892911		8.037386	8.474385	8.136255	8.363555	7.901262	7.924561
7892912		5.414231	6.433015	5.316272	6.68017	6.167161	6.229737
7892913		4.956346	4.16816	4.725053	5.742366	6.071893	5.215238
